,縁起,えんぎ,Điềm báo ,
27,使い捨て,つかいすて,sử dụng 1 lần rồi bỏ,
28,下取り,したどり,"đổi cũ lấy mới, có bù thêm tiền",
,下取りに出す,,đưa món đồ cũ ra mua đổi món đồ mới,
29,倹約,けんやく,"tiết kiệm (không dùng với tài nguyên thiên nhiên, thời gian)",
30,出費する,しゅっぴ,"chi tiêu、nói về mức độ (が多い、が少ない、がかさむ　tăng, を切り詰める cắt giảm)",
,支出する,ししゅつ,"đi với số tiền, khoản tiền chứa đựng ý nghĩa bao nhiêu tiền(予算, 5000円)",
31,会計,かいけい,"kế toán, tính tiền",
,会計係,かいけいがかり,nhân viên kế toán,
,会計士,かいけいし,nhân viên kế toán,
32,所得,しょとく,"sau khi đã khấu trừ, thường dùng trong sổ sách, giấy tờ, tính chính xác",
,所得税,しょとくぜい,thuế thu nhập,
,収入,しゅうにゅう,"thu nhập chung, tổng thu về chưa trừ chi phí(đối với cửa hàng =売り上げ )",
33,採用する,さいよう,"①thuê, mướn, tuyển dụng ②sử dụng, thừa nhận",
34,雇用する,こよう,"thuê, mướn, tuyển dụng (từ này chỉ dùng cho con người )",
35,所属する,しょぞく,"thường nói về tổ chức của con người, nhìn thấy được （営業部に、区のボランティア会に）",
,所属部隊,しょぞくぶたい,thuộc về quân đội,
,属する,ぞくする,"thường nói về lĩnh vực, những thứ không nhìn thấy được",
36,待遇,たいぐう,"①chế độ đãi ngộ　②tiếp đón (không dùng với đãi món ăn, dùng 接待)",
37,派遣する,はけん,"sự sai bảo, sự phái đi
chủ thể của hành động là bản thân → 派遣される
chủ thể của hành động không phải là bản thân → 派遣する",
,人材派遣,じんざいはけん,nhân viên hợp đồng (khác với nhân viên chính thức),
38,赴任する,ふにん,"chuyển công tác (những người có trách nhiệm, vai trò cao như tổ trưởng, trưởng phòng,... nhận nhiệm vụ xây dựng một chi nhanh mới hoặc một trách nhiệm mới cao hơn, khó khăn hơn)
chủ thể của hành động là bản thân → 赴任する hoặc 赴任させられる",
,転勤する,,"chuyển công tác, chuyển đến chi nhánh khác thuộc cùng công ty",
39,地元,じもと,"địa phương của mình, quê nhà",
40,現役,げんえき,"đang hoạt động, đang đảm nhiệm",
41,指図する,さしず,"chỉ thị, hướng dẫn . ",
42,操縦する,そうじゅう,"①điều khiển, vận hành (máy bay, tàu thuyền)　②điều khiển con người",
,操る,あやつる,điều khiển dùng chung cho cả nghĩa đen và nghĩa bóng(馬、政権、人、機械),
43,主食,しゅしょく,"lương thực chính, thức ăn chính trong bữa ăn (gạo, cơm, v.v)",
,副食,ふくしょく,"đồ ăn, món ăn (không phải cơm)",
44,食物,しょくもつ,thực phẩm,
45,穀物,こくもつ,"ngũ cốc, bột mì, đậu,v.v ngoại trừ gạo",
46,豊作,ほうさく,"trúng mùa, mùa màng bội thu",
,凶作,きょうさく,Sự mất mùa,
,不作,ふさく,Sự mất mùa,
47,例年,れいねん,định kì hàng năm,
,例年にない+N,,N mà định kì mọi năm không có,
48,種,たね,"①hạt, hạt giống  ",
,話の種,,"②cốt lõi, trọng tâm (vấn đề, câu chuyện)",
,手品の種,てじなのたね,"③mánh lới, thủ thuật (thủ thuật của những trò biểu diễn bằng tay (gần với ảo thuật))",
,種を明かす,あかす,"làm sáng tỏ, vạch trần thủ thuật, mánh lới",
49,とげ,,"cái gai, cái dằm (gỗ, tre,v.v)",
,とげがある言葉,,từ ngữ có gai (lời nói gây tổn thương người khác),
50,毒,どく,"①độc, chất độc, ②độc hại　③ từ ngữ có chứa chất độc, từ ngữ cay nghiệt",
,有毒⇔無毒,ゆうどく⇔むどく,có độc ⇔ không có độc,
,消毒,しょうどく,giải độc,
,中毒,ちゅうどく,trúng độc,
,毒物,どくぶつ,vật có độc,
,毒薬,どくやく,thuốc độc,
,毒殺,どくさつ,đầu độc,
,意地悪,いじわる,tâm địa xấu xa,
51,くじ,,lá thăm,
,おみくじ,,quẻ tử vi (xin ở 神社),
52,桁,けた,chữ số ,
,二桁の掛け算,にけたのかけざん,phép tính nhân 2 chữ số,
,桁違い,けたちがい,"sự vượt trội, vô song",
53,単位,たんい,đơn vị (量の単位、家族の単位、数学の単位),
54,を一括スル,いっかつ,gom lại thành 1 rồi xử lý,
,一括払い,いっかつはらい,trả 1 lần,
,分割払い,ぶんかつばらい,trả góp,
55,塊/固まり,かたまり,"vón cục, tảng, miếng ",
56,丈,たけ,"vạt(áo), chiều dài",
57,欄,らん,"cột, bảng",
58,隅,すみ,góc,
,隅っこ,すみっこ,trong góc,
,隅から隅まで,,(tìm) từ góc này đến góc kia ,
59,縁,ふち,"viền, mép",
,縁取り,ふちどり,"viền, mép",
,額縁,がくぶち,khung tranh ,
,崖っぷち,がけっぷち,"vách núi, bờ vực",
,ヘリ,,"viền, mép",
60,ひび,,nứt,
,ひびが入る,,"bị nứt, xuất hiện vết nứt",
61,が分裂スル,ぶんれつ,"rạn nứt, chia rẽ, phân chia (政党が二つに、国、細胞 さいぼう tế bào, グループ)",
,内部分裂,ないぶぶんれつ,chia rẽ nội bộ,
,細胞分裂,さいぼうぶんれつ,phân chia tế bào,
,核分裂,かくぶんれつ,phản ứng phân rã hạt nhân ,
,統一,とういつ,sự thống nhất ,
62,が振動スル,しんどう,"sự chấn động, chấn động",
,携帯電話が振動する,,điện thoại rung,
,振動公害,しんどうこうがい,chấn động thiệt hại rộng,
63,が沸騰スル,ふっとう,"①sôi sục
②nóng bỏng, sôi sục (話題、世論、株価 かぶか giá cổ phiếu)",
,100℃で沸騰する,,sôi ở　,
,人気が沸騰している,,được hâm mộ nồng nhiệt,
64,が循環スル,じゅんかん,"tuần hoàn, hoạt động một vòng khép kín（血液、バスは市内を、）",
,悪循環,あくじゅんかん,sự tuần hoàn không tốt,
,循環器,じゅんかんき,cơ quan tuần hoàn,
,循環バス,,xe buýt chạy thành một vòng khép kín,
65,を回収スル,かいしゅう,thu hồi sau khi đã phát ra (ペットボトル、アンケート、テスト問題、欠陥商品、資金Tiền vốn .),
66,を獲得スル,かくとく,thu được thành quả sau những nổ lực （政権、自由、権利、地位、メダル ),
,取得,しゅとく,thu được thành quả,
,勝ち取る,かちとる,thu được thành quả,
67,区間,くかん,"khu vực, đoạn",
,乗車区間,じょうしゃくかん,khu vực bước lên tàu,
,区間記録,くかんきろく,ghi chép lại mỗi chặng　(cuộc đua tiếp sức nhiều chặng),
68,施設,しせつ,cơ sở vật chất,
,公共施設,こうきょうしせつ,"cơ sở vật chất, phương tiện công cộng ",
,娯楽施設,ごらくしせつ,"cơ sở vật chất, thiết bị giải trí",
,医療施設,いりょうしせつ,"cơ sở vật chất, thiết bị điều trị",
,養護施設,ようごしせつ,"cơ sở vật chất, thiết bị nuôi dưỡng",
69,を運営スル,うんえい,"quản lý, điều hành (学園祭　がくえんさい、組織、学校、会議、。。。）",
70,が面会スル,めんかい,gặp gỡ　（大統領と、学長に）,
,面会謝絶,めんかいしゃぜつ,từ chối gặp gỡ,
71,を返却スル,へんきゃく,"trả lại, hoàn trả　（本）",
,返却期限,へんきゃくきげん,kì hạn hoàn trả,
72,が投書スル,とうしょ,thư bạn đọc (意見を新聞に),
,投書欄,とうしょらん,khu vực dành cho thư độc giả,
73,を検索スル,けんさく,"tìm kiếm, tra (情報、データ、。。。)",
74,を負傷スル,ふしょう,bị thương　（足を、。。。）,
,負傷者,ふしょうしゃ,người bị thương,
75,が感染スル,かんせん,"lây nhiễm, truyền nhiễm",
,感染者,かんせんしゃ,người bị lây nhiễm,
,感染経路,かんせんけいろ,con đường lây nhiễm(VD AIDS có 3 đường lây nhiễm),
,院内感染,いんないかんせん,lây nhiễm trong bênh viện,
,二次感染,にじかんせん,lây nhiễm thứ cấp,
76,が作用スル,さよう,tác dụng (この薬は神経に),
,副作用,ふくさよう,tác dụng phụ,
,作用を及ぼす,およぼす,gây ra tác dụng,
77,が依存スル,いぞん/いそん,"phụ thuộc, lệ thuộc, nghiện　（親に、）",
,依存心,,người sống phụ thuộc (bị phụ thuộc một thứ gì đó),
,相互依存,そうごいそん,lệ thuộc lẫn nhau,
,アルコール依存症,いぞんしょう,triệu chứng nghiện rượu,
78,が/を解消スル,かいしょう,"hủy, xóa bỏ, giải tỏa (ストレス、婚約、悩み、不安)　",
79,を促進スル,そくしん,"xúc tiến, thúc đẩy, thường là nhà nước, chính quyền thực thi biện pháp để thúc đẩy những vấn đề mang tính quốc gia (buôn bán, thương mại, sử dụng năng lượng tự nhiên)",
,販売促進,はんばいそくしん,thúc đẩy buôn bán,
,阻害,そがい,"trở ngại, gây cản trở",
80,意向,いこう,chí hướng; dự định; ý muốn ,
,意向を固める,かためる,"củng cố ý kiến, ý muốn",
,意向に従う,したがう,"dựa theo ý kiến, tuân theo ý kiến, ý muốn",
,意向を問う,とう,"hỏi ý kiến, ý muốn",
,意向を打診する,だしん,"thăm dò ý kiến, ý muốn",
81,を意図スル,いと,"ý đồ, mục đích",
,意図的,,"có ý đồ, có mục đích riêng , không phải ngẫu nghiên",
,狙う,,"nhắm tới mục tiêu, đối tượng",
82,が向上スル,こうじょう,"cải thiện, vươn lên　（生活水準、平均寿命、学力、技術、レベル、意識）",
,向上心,こうじょうしん,tham vọng; khát vọng vươn lên ,
,が低下スル,ていか,sự suy giảm ,
83,活気,かっき,náo nhiệt　（市場、クラス、）,
,活気に満ちる,みちる,tràn đầy sự náo nhiệt,
,活気に溢れる,あふれる,tràn đầy sự náo nhiệt,
,活気に乏しい,とぼしい,Thiếu sự náo nhiệt,
84,迫力,はくりょく,"mãnh liệt, sức lôi cuốn, thúc đẩy",
,大迫力,だいはくりょく,cực kì mãnh liệt,
,迫力満点,はくりょくまんてん,"vô cùng mạnh liệt, 100%(thể hiện cảm xúc tối đa)",
85,が勝利スル,しょうり,thắng lợi,
,勝利を収める,おさめる,thu được thắng lợi,
,勝利者,,người chiến thắng,
,勝利宣伝,せんでん,lời phát biểu khi chiến thắng,
86,が適応スル,てきおう,thích ứng　（環境に、）,
,適応力,てきおうりょく,năng lực thích ứng,
,適応性,てきおうせい,tính thích ứng,
,適応症,てきおうしょう,"là bệnh trạng mà tùy thuộc vào phương pháp điều trị, loại thuốc mà có kì vọng đạt hiệu quả",
,が順応する,じゅんのう,thích nghi ,
87,が調和スル,ちょうわ,"điều hòa, hòa hợp (全体の調和、人との調和、)",
,調和がとれる,,được điều hòa,
,調和をとる,,làm cho điều hòa,
,調和を欠く,かく,không có sự điều hòa,
,欠く,,thiếu (thiên về những thứ như 礼儀、常識、意識 thiếu có nghĩa gần như là không có),
,欠ける,,thiếu một phần (努力、説得 thiếu có nghĩa là thiếu một ít),
88,権力,けんりょく,quyền lực,
,権力を握る,にぎる,nắm giữ quyền lực,
,権力を奮う,ふるう,phát huy quyền lực,
,権力者,,người có quyền lực,
,権力闘争,とうそう,cạnh tranh quyền lực,
,国家権力,こっか,quyền lực quốc gia,
89,権威,けんい,quyền uy,
,権威者,,người có uy quyền,
,権勢,けんせい,quyền thế,
90,を圧迫スル,あっぱく,"áp bách, áp bức",
,圧迫感,あっぱくかん,cảm giác bị áp bức,
91,を強制スル,きょうせい,"cưỡng chế, bắt người khác làm những cái mình muốn, người làm thường không muốn",
,強制的な,,mang tính cưỡng chế,
,強制送還,そうかん,cưỡng chế về nước,
,強制労働,ろうどう,cưỡng chế lao động,
92,を規制スル,きせい,"quy chế, đưa ra luật lệ, quy chế để ép người khác tuân thủ theo
 (giao thông, xây dựng, cạnh tranh kinh doanh)",
,規制を強める,つよめる,"củng cố, làm mạnh quy chế",
,規制を緩める,ゆるめる,nới lỏng quy chế,
,規制を敷く,しく,thực thi quy chế,
,規制を解く,ほどく,bãi bỏ quy chế,
93,を拒否スル,きょひ,"cự phủ, cự tuyệt, thiên về không thèm quan tâm (yêu cầu, chính sách)",
,拒否権,きょひけん,quyền phủ quyết,
,拒否反応,はんのう,phản ứng phủ quyết,
,を承諾スル,しょうだく,"thừa nặc, đồng ý",
94,が対抗スル,たいこう,"đối kháng, cạnh tranh với nhau, chống đối lẫn nhau
(クラス対抗 thi giữa các lớp, đối đầu với Aさん)",
,対抗策,たいこうさく,kế sách thi đấu,
,対抗馬,たいこうば,đối thủ cạnh tranh(ví như con ngựa trong cuộc đua),
,対抗戦,たいこうせん,cuộc thi đấu,
,を抵抗する,ていこう,"kháng cự, chống lại thế lực khác, thường ở vị thế thấp, yếu hơn chống lại thế lực, vai vế cao hơn (không mang ý nghĩa cạnh tranh)",
95,が抗議スル,こうぎ,"kháng nghị, phản đối (phản đối phán quyết của toà án, phản đối tăng thuế)",
,抗議を申し入れる,,"có ý kiến, nguyện vọng bác bỏ, phản đối",
,抗議集会,しゅうかい,"cuộc họp, tập hợp phản đối",
,抗議デモ,,biểu tình phản đối,
96,を革新スル,かくしん,"cách tân, cải cách, đổi mới, bỏ cái cũ, làm cái mới tốt hơn (không dùng với hiến pháp, pháp luật mà dùng 改正), chính trị, đảng, bộ máy nhà nước dùng được",
,革新的な,,mang tính cách tân,
,革新政党,せいとう,cách tân chính đảng,
,技術革新,,cách tân kĩ thuật,
97,原則,げんそく,nguyên tắc,
,原則として,,về nguyên tắc thì,
,原則的な,,mang tính nguyên tắc,
98,が経過スル,けいか,"trải qua, trôi qua(３か月が経過した、手術後の経過、交渉の経過、試合の途中経過 ）",
99,を中継スル,ちゅうけい,"phát thanh, phát hình, phát sóng (từ đài truyền hình)",
,中継局,ちゅうけいきょく,"cục phát sóng, đài truyền hình",
,中継車,ちゅうけいしゃ,xe phát thanh(lưu động),
,中継放送,ほうそう,phát sóng(hiện trường→ đài truyền hình),
,衛星中継,えいせい,phát sóng(vệ tinh→ đài truyền hình),
,生中継,なまちゅうけい,phát sóng trực tiếp(từ sudio của đài truyền hình),
,生放送,なまほうそう,phát sóng trực tiếp(từ hiện trường →đài truyền hình→ người xem),
,実況中継,じっきょう,truyền hình thực tế,
,視聴者,しちょうしゃ,khán thính giả,
100,規模,きぼ,"quy mô(quy mô công ty, quy mô di tích, )",
,大規模,だいきぼ,quy mô lớn,
,小規模,しょうきぼ,quy mô nhỏ,
101,を擦る,こする,"dụi(mắt), cọ, chà sát(hai tay, đồ vật)",
,擦り付ける,こすりつける,"cọ, chà sáｔ",
102,を擦る,さする,"massage (chà lưng, xoa lưng)",
103,を撫でる,なでる,"xoa, sờ(đầu, cổ,...)",
104,をいじる,,"cầm một cách mân mê(mân mê mái tóc, mân mê đoạn văn quá mức,) 
thường có ý nghĩa không tốt",
105,をかき回す,かきまわす,"khuấy, quậy, trộn (khuấy súp), khuấy tung hộc tủ để tìm đồ  ",
,引っかき回す,,làm rối tung lên,
,を掻く,かく,"cào (lá cây), gải, đổ mồ hôi",
106,を摘む,つむ,"hái (hoa, trà, quả)",
,つみとる,,hái,
107,を摘む,つまむ,"gắp(thức ăn), chụp (vì mùi khó chịu nên bịt mũi),",
,搔い摘む,かいつまむ,"lấy, rút kết ra (nội dung)",
108,を掴む,つかむ,"tóm lấy (cánh tay), lấy được (khoản tiền lớn),chiếm được (trái tim cô gái)
(có hình dạng hay không có hình dạng đều dùng được)",
,こつを掴む,,"nắm được chìa khóa, điểm mấu chốt để xử lý vấn đề",
,捉える,とらえる,"tóm được, nắm bắt được (thiên về những thứ không có hình dạng thật như 彼女の心、特徴、真相　しんそう chân tướng)",
,をつかまえる,,"tóm được (thiên về những thứ có hình dạng, đồ vật, con vật, người ...)",
109,（が）捻じれる/捻れる,ねじれる,"bị vặn, xoắn (cavat bị xoắn)",
,（が）歪む,ゆがむ,"cong, móp méo (đồ vật), trái khuấy (tính cách)",
110,（を）捻じる/捻る,ねじる,"vặn, xoắn (vặn vòi ga, xoắn 2 đầu viên kẹo, vặn cánh tay của tên cướp)
so với ひねる thì dùng sức nhiều hơn, vặn 2 đầu",
111,（を）捻る,ひねる,"vặn, xoắn (蛇口 じゃぐち vòi nước, xoắn miệng túi nylon)",
,足首をひねる,あしくび,trật khớp cổ chân,
,頭をひねる,,chống cằm suy nghĩ,
112,（が）ちぎれる,,"bị xé, bị đứt, bị làm vụn ra (dây bị đứt, bị vỡ)",
113,（を）ちぎる,,"xé, làm đứt, làm vụn ra (xé nhỏ rau cải, xé nhỏ giấy)",
114,束ねる,たばねる,"buộc, cột (buộc chồng báo cũ, buộc tóc), quản lý (quản lý cấp dưới)
cột nhiều thứ cùng loại lại thành một, tập hợp lại",
,括る,くくる,"buộc, cột, cố định (hầu như không sử dụng ở hiện tại)",
,縛る,しばる,"cột người khác vào cái cây, cột tay (không cho cử động), ràng buộc (時間、規則)",
,結ぶ,むすぶ,"cột dây giày, cột 2 cái lại thành một",
115,扇ぐ,あおぐ,quạt (dùng tay quạt),
116,くむ,,múc (nước),
,意をくむ,,nắm được suy nghĩ của người khác để đưa ra ý kiến phù hợp,
117,（を）銜える,くわえる,"ngậm (ngậm tay, điếu thuốc)",
118,（を）舐める,なめる,"liếm (kem, kẹo), coi thường (coi thường đối thủ)",
,侮る,あなどる,khinh bỉ; coi thường,
,軽く見る,,coi thường,
,甘く見る,,Đánh giá thấp,
119,俯く,うつむく,"cuối xuống, gục đầu xuống (thể hiện sự chịu đựng), hoa héo rũ",
,仰ぐ,あおぐ,Ngước lên ,
120,這う,はう,"bò (em bé bò, côn trùng bò, cây dây leo bò lên tường)",
121,潜る,くぐる,"xâm nhập vào, tiến vào (đường hầm, cuộc chiến,), trốn tránh (kẽ hở pháp luật, )",
122,囁く,ささやく,"thì thầm (nói thì thầm với người khác), đồn thổi thông tin",
123,が/を喚く,わめく,gào thét,
,泣き喚く,,gào khóc,
124,言いつける,,"①mách lẻo, ②sai bảo",
,命じる,めいじる,sai bảo,
,告げ口,つげぐち,mách lẻo,
125,打ち明ける,うちあける,"tâm sự, bộc bạch, thú nhận (本心を親友に、過去の過ちを)",
,告白する,こくはく,thổ lộ,
126,見かける,みかける,nhìn thấy,
127,見分ける,みわける,phân biệt　（性別・性質・種類）,
,識別する,しきべつ,phân biệt,
128,見渡す,みわたす,"nhìn tổng thể, bao quát",
129,見落とす,みおとす,"bỏ sót, lỗi",
130,が乗り過ごす,のりすごす,"quá trạm (xe buýt, tàu điện)",
131,を乗り越える,のりこえる,"leo qua (壁を), trội hơn, giỏi hơn (業績を), vượt qua khó khăn (悲しみを)",
,を追い抜く,おいぬく,"trội hơn, giỏi hơn (học thức)",
,克服する,こくふく,"khắc phục, chinh phục (悪条件を)",
132,歩む,あゆむ,"đi bộ (nghĩa bóng). VD: bước đi trên con đường đã chọn, bước qua nổi đau con người",
,歩み,あゆみ,"bước đi, hành trình đã qua",
133,(が)もつ,,"duy trì, bảo quản (thức ăn được bảo quản, cơ thể được duy trì, đồ vật sử dụng lâu)",
,体がもたない,,"cơ thể không duy trì được, không chịu được",
,身がもたない,,"cơ thể không duy trì được, không chịu được",
,もちがいい⇔悪い,,bảo quản tốt ⇔ bảo quản không tốt,
,日もち,ひもち,"thời gian duy trì, giữ được lâu",
134,を保つ,たもつ,"duy trì (20℃に), giữ (秩序　ちつじょ trật tự,平静 bình tĩnh, 均衡　きんこう　sự cân bằng)
duy trì (スタイル、若さ、健康、。。。)",
135,を築く,きずく,"①xây dựng công trình (城,　ダム、堤防　Đê điều 、建物の土台...)
②xây dựng quan hệ (信頼関係、新しい会社、富　とみ　Của cải、繁栄 はんえい　Sự phồn vinh . )",
136,が絶える,たえる,"bị dừng, bị ngừng (笑い声が  )
bị mất (消息 しょうそく tin tức,連絡,子孫 しそん mất giống(động vật),家系người nối dõi )",
137,を絶つ/断つ,たつ,chấm dứt (国交、酒、タバコ、命、望み、家系、消息、連絡、退路 đường thoái lui ...),
,が/を断絶する,だんぜつ,đoạn tuyệt,
138,が途切れる,とぎれる,"bị tạm dừng, gián đoạn (車の流れ、話、付き合い、通信、交流、連絡、記憶、人通り、)",
,途切れ途切れ,,ngập ngừng ,
,連絡が途切れる,,"mất liên lạc, trong lúc đang gọi thì gặp sự cố, gián đoạn, sẽ kết nối lại",
,連絡が途絶える,,"mất liên lạc, ngừng mối quan hệ lại, không giao du, không biết người đó như thế nào, sống ra sao",
139,が途絶える,とだえる,"ngừng, không làm nữa (連絡、人通り、送金、交流、通信、)",
140,が下る,くだる,"①được đưa ra, được ban hành, được hạ lệnh (判決宣告、指令、評価、天罰 てんばつ)
②時代が下る Thời đại trong quá khứ mà tiến gần đến hiện tại
③百万円を下る　ít hơn 100 万円
④tiêu chảy (腹が下る)
⑤を下る xuống (坂、階段、川、。。。)",
141,を下す,くだす,"①đưa ra, ban hành, hạ lệnh (結論、評価、判定、解釈　かいしゃく giải thích, 判決 )
②hạ đối thủ 相手を下す
③làm cho tiêu chảy (腹を下す)",
142,が垂れる,たれる,"① trĩu xuống (柳の枝　やなぎ、電線、目、)=下がる
② nhỏ xuống, rơi xuống (水滴)＝落ちる",
,を垂れる,たれる,cúi đầu (首を),
,を垂らす,たらす,"để chảy ra (鼻水、よだれ、血), xõa tóc như ma (髪を)",
143,が茂る,しげる,"rậm rạp, um tùm (木, 葉,...)",
,生い茂る,おいしげる,mọc um tùm,
144,を耕す,たがやす,cày cấy (田畑　でんぱた　Ruộng vườn ),
145,を生かす,いかす,"①gìn giữ, duy trì (英語、味、)
②giữ sự sống, không giết (giữ sự sống của con thú săn được)",
146,を拒む,こばむ,"từ chối, cự tuyệt (異動、転勤、要求、申し出　Đề nghị、支払い)",
147,を強いる,しいる,"cưỡng bức, ép buộc (寄付、単身赴任 たんしんふにん )",
,押し付ける,,"đùn đẩy, cưỡng ép",
148,を禁じる,きんじる,cấm (飲酒、運動、),
,を禁じ得ない,きんじえない,không thể kiềm nén,
149,を競う,きそう,"cạnh tranh (技 わざ　kĩ xảo,　優劣　ゆうれつ、勝敗　しょうはい、 tay nghề 腕)",
150,を負かす,まかす,đánh bại,
151,（を）やっつける,,Hạ gục (敵、仕事、問題),
152,が励む,はげむ,"tự động viên bản thân cố gắng, phấn đấu (に　仕事、勉強、研究、。。。)",
,励みになる,,"khích lệ, động viên",
153,を捉える,とらえる,nắm bắt được、chưa đạt đến 分かる (特徴、チャンス、真相 しんそう chân tướng、要点、心),
154,を捕らえる,とらえる,"bắt giữ, tóm được (tên trộm, động vật, kẻ địch, cái chân của tội phạm)",
155,を庇う,かばう,"bao che, che giấu (tội phạm, vết thương)",
156,をからかう,,trêu chọc,
,冷やかす,ひやかす,trêu chọc,
157,を襲う,おそう,"tấn công, xâm lược (獲物を, 地方を, )",
,が襲われる,おそわれる,"bị tấn công (眠気に ねむけ, 恐怖に　きょうふ　sự sợ hãi)",
158,が挙がる,あがる,"①được giơ, được đưa lên (手が )
②được đưa ra (証拠が　しょうこ)
③được nêu lên (名前が)
④được nâng lên (利益が)",
159,を挙げる,あげる,"①đưa lên (手を)⇔下ろす
②đưa ra （例を）
③nêu lên (名前を)
④đại diện, gánh vác (国を、一家を)
⑤bộc lộ (全力を)
⑥nâng cao (利益を)
⑦tổ chức 結婚式を、bắt giữ 犯人を、tập hợp binh lính chiến đấu 兵を",
160,を雇う,やとう,thuê người(従業員を）、thuê đồ vật（ タクシーを),
161,を養う,やしなう,"nuôi dưỡng, chăm sóc (家族を、子供を、体力を、実力を、読解力を、知力を)",
,扶養する,ふよう,nuôi dưỡng,
162,が交わる,まじわる,"giao nhau, giao lưu (線と線が、国道と県道が、先輩と後輩が)",
163,を交える,まじえる,"① trộn vào (仕事上に私情を交える  để tình cảm cá nhân vào công việc
② pha trộn (、手振り身振り động tác cơ thể, ユーモア)を交えて話す 
③ひざを交える　đầu gối sát nhau, ngồi sát nhau",
164,(を)よこす,,"gửi, trao, đưa (便り tin tức、手紙、メール、使い、。。。)",
165,が/を焦る,あせる,nôn nóng trong lòng (勝利を、),
,気がはやる,,nôn nóng,
,気がせく,,nôn nóng,
,学校をさぼる,,cúp học,
166,（を）急かす,せかす,"hối thúc, thúc giục",
,（を）急かせる,せかせる,"hối thúc, thúc giục",
,促す,うながす,"hối thúc, thúc giục",
167,が耐える,たえる,chịu đựng (空腹に　くうふく、訓練に、痛みに、禁断症状に　kiêng cử、重さ、アクシデント),
168,(が)むっとする,,bực mình,
169,(が)ぞっとする,,run sợ (=恐怖　きょうふ、怖い),
170,(が)ぎょっとする,,kinh ngạc (=驚く、びっくりする),
